question,class
govern law term condition Irancell Golden Number auction subject ?,5
right Subscriber waive accept term condition auction ?,5
responsibility Customer bear pay Irancell account ?,5
consequence Customer face unauthorized banking transaction discover ?,5
"definition "" Irancell "" context term condition ?",5
"refer "" Auctioneer "" term condition ?",5
""" Subscriber "" define context irancell auction golden number ?",5
"consider "" Bidder "" Irancell auction golden number ?",5
"definition "" Golden number "" accord Irancell supervisory committee ?",5
"mean "" e - Auction "" term condition ?",5
"applicant enroll participate golden number auction , accord term condition ?",5
"significance "" Close Auction end "" period auction process ?",5
""" Suggested Opening Bid "" Irancell golden number auction ?",5
"purpose "" Earnest Money Deposit "" mention term condition ?",5
eligible participate Irancell auction golden number accord general condition ?,5
qualification require participant eligible auction ?,5
Irancell SIM card natural person register activate accord term condition ?,5
"individual 18 year old participate auction , , ?",5
"subscriber enter auction , initial payment require ?",5
happen Earnest Money Deposit Bidder 3 winner auction ?,5
Bidder request refund Earnest Money Deposit ?,5
happen Bidder participate auction simultaneously 3 winner ?,5
"auction winner runner - determine , restriction SIM card transfer ?",5
process winner choose prepay postpaid golden number ?,5
time frame winner pay difference bid deposit auction result announce ?,5
happen auction winner fail pay require specify deadline ?,5
"bidder cancel bid , , condition ?",5
"responsibility Bidder taxis , duty , similar charge ?",5
"step involve completion auction , payment , determination number type ?",5
condition auction SIM Card activate deliver winner ?,5
significance provide accurate information registration process bidder ?,5
govern law apply term condition participate Irancell e - auction Golden Numbers ?,5
right Subscriber waive accept term condition participate auction ?,5
responsibility Customer undertake concern pay Irancell account ?,5
"define "" Irancell "" term condition ?",5
"mean "" Auctioneer "" context Irancell golden number auction ?",5
""" Subscriber "" define term condition ?",5
"consider "" Bidder "" Irancell auction golden number ?",5
"define term "" Golden Number "" Irancell supervisory committee .",5
""" e - Auction "" refer context Irancell term condition ?",5
applicant enroll participate Irancell golden number auction ?,5
"mean "" Close Auction end "" irancell auction process ?",5
"explain concept "" Suggested Opening Bid "" term condition .",5
"purpose "" Earnest Money Deposit "" Irancell auction ?",5
general condition participant Irancell golden number auction ?,5
eligibility criterion participant meet auction ?,5
applicant 18 year old participate auction accord term ?,5
step subscriber enter auction email address password ?,5
percentage bidding subscriber pay enter auction ?,5
earnest Money Deposit handle bidder 3 winner ?,5
process refund Earnest money Deposit unsuccessful bidder ?,5
winner transfer SIM Card individual immediately win ?,5
Irancell SIM card natural person register activate National ID number ?,5
option subscriber win bid exceed SIM card ownership limit ?,5
winner choose prepay postpaid golden number ?,5
deadline winner pay difference bid Deposit ?,5
happen winner fail pay require specify deadline ?,5
right runner winner refuse pay complete registration process ?,5
consequence winner pay specify deadline ?,5
"bidder cancel bid , allow cancel bid ?",5
"responsible pay taxis , duty , similar charge Irancell term condition ?",5
"step involve complete auction step , include payment determine number type ?",5
delivery auction SIM card winner ?,5
information system ask bidder complete sign - ?,5
"case problem arise provide incorrect information , responsible accord Irancell term ?",5
law govern term condition participate Irancell golden number e - auction ?,5
subscriber observe participate golden number auction SIM card number ?,5
right Subscriber waive accept term condition participate auction ?,5
Subscriber undertake pay Irancell account ?,5
consequence Customer face unauthorized banking transaction ?,5
subscriber claim objection accept term condition ?,5
role supervisory committee define Golden Numbers ?,5
second runner - determine auction ?,5
work day refund Earnest money Deposit unsuccessful bidder ?,5
"define "" Irancell "" term condition ?",5
"role "" Auctioneer "" accord provide text ?",5
""" Subscriber "" define context irancell auction golden number ?",5
"mean "" golden number "" context Irancell auction ?",5
"define "" e - Auction "" base term condition mention .",5
"applicant enroll participate golden number auction , accord text ?",5
"significance term "" Close Auction end "" auction process ?",5
"explain concept "" Suggested Opening Bid "" Irancell auction term .",5
"mean "" Earnest Money Deposit "" context golden number auction ?",5
natural person eligible participate auction accord Irancell term ?,5
condition participant meet eligible auction applicable law ?,5
step require Subscriber enter auction submit bid ?,5
happen Earnest Money Deposit Bidder 3 winner auction ?,5
Bidder request refund Earnest Money Deposit ?,5
explain condition auction winner runner - transfer SIM Cards .,5
Irancell SIM card natural person register activate National ID number ?,5
"option available Bidder win bid simultaneously , exceed SIM card ownership limit ?",5
describe option available winner prepay postpaid golden number .,5
time frame winner pay difference bid Deposit ?,5
happen winner fail pay require specify deadline ?,5
circumstance runner announce winner ?,5
process winner pays specify give time frame ?,5
"bidder cancel bid , exception ?",5
financial responsibility bidder accord term condition ?,5
step involve complete registration activation purchase SIM card ?,5
"case incorrect information provide bidder , responsibility Irancell disclaim ?",5
govern law participate e - auction Irancell Golden Numbers ?,5
role Master Subscriber Agreement play golden number auction ?,5
claim objection Subscriber waive participate auction ?,5
purpose pay Irancell account accord undertake statement ?,5
consequence Customer face unauthorized banking transaction discover ?,5
winner identity establish SIM Card activate deliver ?,5
type identification document require iranian national foreign national case registration ?,5
responsibility bidder accuracy provide information ?,5
"postal address deliver auction SIM Card , activate ?",5
system handle bidder individual information sign - ?,5
claim objection Subscriber waive accept term condition ?,5
regulation govern term condition participate e - auction Irancell Golden Numbers ?,5
subscriber participate golden number auction SIM card number ?,5
subscriber responsibility term condition outline provide document ?,5
responsibility subscriber validity registration information document Irancell online store service ?,6
age requirement individual meet eligible receive SIM Cards Irancell ?,6
"subscription fee calculate postpaid SIM Cards , payment period ?",6
"subscriber monitor SIM Card account , , code different inquiry ?",6
happens postpaid SIM bill settle year deactivation ?,6
authorize credit limit determine postpaid SIM subscriber ?,6
"document require regular delivery SIM Card , need present delivery ?",6
acceptable identity document iranian foreign national SIM card registration ?,6
"option customer want cancel mobile SIM card purchase , time frame ?",6
"refund process handle cancel order , condition refund ?",6
"limit number SIM Cards register iranian non - iranian natural person , accord CRA instruction ?",6
responsibilitie SIM Card owner ownership legally transfer person ?,6
"ownership SIM Card transfer person , regulation follow ?",6
happen SIM card keep purchase basket person pay original buyer ?,6
legal criminal responsibility undersign accept purchase Irancell SIM Card ?,6
responsibility subscriber validity registration information document Irancell online store service ?,6
eligible receive SIM card accord provide information ?,6
"subscription fee postpaid SIM card calculate , payment period ?",6
designate center number purchase 0900 SIM card ?,6
"code monitor account postpaid SIM card , information obtain code ?",6
happen bill postpaid SIM card settle year deactivation ?,6
authorize credit limit determine postpaid SIM subscriber ?,6
identity document require iranian national receive SIM card regular delivery ?,6
subscriber present venue postman arrive SIM delivery ?,6
"customer cancel order mobile SIM card purchase Irancell Online Stores , refund policy ?",6
"case purchase cancellation , happen cost delivery ?",6
"accord CRA instruction , maximum number SIM card iranian natural person register activate ?",6
responsibilitie SIM card owner ownership SIM card legally transfer person ?,6
"delay severe weather condition , affect express delivery SIM card ?",6
legal criminal responsibility subscriber accept purchase Irancell SIM card accord provide agreement ?,6
term condition Irancell online store service ?,6
subscriber responsibility registration information send document ?,6
eligible receive SIM card accord provide text ?,6
information crucial enter accurately register Irancell SIM card ?,6
dedicated center number 0900 SIM card purchase ?,6
subscription fee postpaid SIM card calculate ?,6
payment period Irancell postpaid SIM card ?,6
provide code monitor SIM card account ?,6
happen postpaid SIM card bill settle year deactivation ?,6
authorize credit limit determine postpaid SIM subscriber ?,6
consequence fail settle bill define limit deactivate SIM card ?,6
document require regular delivery SIM card iranian national ?,6
list valid identity document iranian national mention text .,6
document require delivery SIM card foreign national ?,6
subscriber present venue SIM card delivery ?,6
express delivery differ regular delivery receive SIM card ?,6
condition delivery delay accord text ?,6
timeframe customer cancel SIM card order request refund ?,6
customer cancel Irancell SIM card purchase ask refund ?,6
happen customer cancel order receive SIM card ?,6
refund return customer cancel purchase ?,6
"payment method eligible refund , one accord text ?",6
cost delivery refunded case purchase cancellation ?,6
limit number SIM card iranian natural person register activate ?,6
"SIM card non - iranian natural person register activate , accord CRA instruction ?",6
responsibilitie SIM card owner ownership legally transfer person ?,6
"sim card owner transfer ownership person , regulation involve ?",6
happen SIM card purchase basket pay ?,6
"customer cancel product purchase basket , - - situation ?",6
consequence customer cancel mobile SIM card purchase take delivery postman ?,6
work hour refund customer bank account cancellation ?,6
"case multi - product purchase , happen customer cancel order ?",6
"customer responsibility cancel purchase , SIM card deliver ?",6
accept identity document iranian national SIM card delivery process ?,6
process foreign national receive SIM card delivery ?,6
customer follow refund - relate issue cancel order ?,6
subscriber monitor SIM card account bolt - ons balance inquiry ?,6
consequence present false document incorrect information registration ?,6
"subscription fee postpaid SIM card calculate , period ?",6
happen postpaid SIM card bill settle year deactivation ?,6
"customer transfer ownership SIM card person , associate responsibility ?",6
"maximum number SIM card iranian natural person register activate , accord CRA instruction ?",6
express delivery differ regular delivery receive SIM card ?,6
timeframe customer cancel SIM card order request refund ?,6
customer cancel Irancell SIM card purchase ask refund ?,6
happen customer cancel order receive SIM card ?,6
refund return customer cancel purchase ?,6
"payment method eligible refund , one accord text ?",6
"customer cancel product purchase basket , - - situation ?",6
consequence customer cancel mobile SIM card purchase take delivery postman ?,6
term condition Irancell online store service ?,6
responsible validity registration information send document apply Irancell service ?,6
consequence present false document incorrect information Irancell registration ?,6
specific attention give enter National ID Irancell service ?,6
eligible receive SIM card Irancell accord provide information ?,6
"require ZIP code registration , find information ?",6
"subscription fee postpaid SIM card calculate , period ?",6
"payment period Irancell postpaid SIM card , calculate ?",6
"code monitor SIM card account , information obtain code ?",6
happen postpaid SIM card bill settle year deactivation ?,6
"authorize credit limit , determine postpaid SIM subscriber ?",6
subscriber define authorize usage limit time purchase ?,6
"happen subscriber fail settle bill define limit , result SIM card deactivation ?",6
document require regular delivery Irancell SIM card iranian national ?,6
document require regular delivery Irancell SIM card foreign national ?,6
person SIM card register postman arrive regular delivery ?,6
subscriber present postman arrive SIM card delivery ?,6
"condition express delivery Irancell SIM card , alternative subscriber present ?",6
"circumstance delay delivery , accord provide information ?",6
business day customer cancel order mobile SIM card ask refund ?,6
customer request refund cancel order Irancell Online Stores ?,6
happen customer cancel order receive SIM card ?,6
"refund process , time frame ?",6
"payment method eligible refund , one accord Irancell policy ?",6
cost delivery refunded case purchase cancellation ?,6
"customer cancel product purchase basket , necessary cancel entire order ?",6
"accord CRA instruction , limit number SIM card iranian natural person ?",6
"SIM card non - iranian natural person register activate , accord CRA instruction ?",6
responsibilitie SIM card owner ownership legally transfer person ?,6
happen SIM card keep purchase basket person pay ?,6
follow Irancell regulation ownership SIM card transfer person ?,6
consequence take delivery purchase product postman cancel mobile SIM card purchase ?,6
payment gift card similar card refund accord Irancell policy ?,6
responsibilitie SIM card owner undertake signing agreement end provide text ?,6
day subscriber complete process payment regular delivery ?,6
"subscriber postman arrive , subscriber present SIM card delivery ?",6
period purchase cancellation placing order mobile SIM card ?,6
option customer contact Irancell Center order cancellation ?,6
long refunded transfer bank account order cancellation ?,6
consequence have SIM card purchase basket make final payment time ?,6
final price calculate postpaid SIM subscriber base choose authorize usage limit ?,6
specific center number subscriber purchase 0900 SIM card ?,6
payment period postpaid SIM card calculate accord provide information ?,6
individual 18 year old receive Irancell SIM card ?,6
happen postpaid SIM card bill settle year deactivation ?,6
subscriber want increase authorize usage limit ?,6
valid identity document iranian national SIM card registration ?,6
valid identity document foreign national SIM card registration ?,6
basis provide exclusive gift service irancell subscriber ?,6
consequence present false document incorrect information Irancell registration ?,6
responsibility subscriber validity registration information submit document Irancell online store service ?,7
age requirement individual purchase SIM Cards Irancell online store ?,7
subscriber obtain accurate 10 - digit postal code require registration Irancell online store service ?,7
"consequence subscriber fail inform Irancell immediately steal , lose , damage SIM Card ?",7
"circumstance Irancell hard suspend deregister Prepaid SIM card , accord term condition ?",7
identity document requirement iranian national purchase SIM Card Irancell regular delivery ?,7
"option available customer cancel SIM Card order , refund process ?",7
"case bad weather condition , delivery purchase SIM Card affect ?",7
"maximum number SIM Cards iranian natural person non - iranian natural person register activate , accord CRA instruction ?",7
"happen customer keep SIM Card cart , customer buy SIM card make payment ?",7
"step subscriber postman arrive announce address , subscriber present receive purchase product ?",7
acceptable identity document foreign national purchase SIM Card Irancell online store ?,7
"Express Delivery option differ regular Delivery , condition apply ?",7
responsibilitie SIM Card owner ownership SIM Card legally transfer person ?,7
consequence subscriber accept delivery purchase SIM Card later wish cancel purchase ?,7
responsibility subscriber validity registration information submit document Irancell online store service ?,7
important applicant pay utmost attention enter National ID Irancell service ?,7
age requirement individual purchase SIM Cards Irancell online store service ?,7
necessary provide accurate 10 - digit postal code correspond address registration process Irancell service ?,7
"new generation SIM Cards ( Regular , Micro , Nano ) ?",7
responsible pay internet connection fee registration process Irancell service ?,7
"subscriber event steal , lose , damage SIM Card accord Irancell term condition ?",7
action Irancell prepay SIM card transaction 90 day activation ?,7
"requirement regular delivery SIM Card , long SIM card deliver ?",7
valid identity document require iranian national register Irancell service ?,7
valid identity document require foreign national register Irancell service ?,7
"subscriber postman arrive SIM card delivery , subscriber present announce address ?",7
"express delivery option work , condition apply ?",7
customer cancel SIM card purchase request refund Irancell online store ?,7
"refund policy cancel SIM card purchase , refund process ?",7
payment gift card similar card refundable Irancell service ?,7
limit number SIM Cards register activate iranian non - iranian natural person accord CRA instruction ?,7
responsibilitie SIM card owner decide transfer ownership person ?,7
"happen SIM Card keep cart , customer make final payment SIM Card ?",7
"acknowledgment subscriber need provide read "" term condition purchase Irancell SIM card "" "" Subscribers Agreement "" ?",7
condition Irancell online store service ?,7
subscriber responsibility registration information submit document ?,7
age requirement applicant meet purchase SIM Cards Irancell ?,7
essential enter National ID accurately ?,7
"type postal code require registration , obtain ?",7
new generation SIM Cards ?,7
responsible pay internet connection fee registration process ?,7
"subscriber SIM Card steal , lose , damage ?",7
happen prepaid SIM card transaction 90 day activation ?,7
document require regular delivery SIM Card ?,7
long select SIM card send regular mail complete process payment ?,7
valid identity document iranian national ?,7
document require foreign national purchase SIM Card ?,7
procedure postman arrive delivery SIM Card ?,7
happen subscriber present postman visit delivery ?,7
"express delivery differ regular delivery , customer aware ?",7
condition delivery product delay ?,7
timeframe customer cancel SIM Card order ask refund ?,7
customer request refund cancel order ?,7
happen customer cancel order receive SIM Card ?,7
refund return customer ?,7
"payment method eligible refund , one ?",7
delivery cost refunded purchase cancel ?,7
limit number SIM Cards iranian non - iranian natural person register activate ?,7
responsibilitie SIM Card owner ownership legally transfer person ?,7
"happen SIM Card keep cart , customer buy SIM Card ?",7
consequence present false document incorrect information registration ?,7
"SIM card owner transfer ownership person , regulation follow ?",7
"subscriber inform Irancell steal , lose , damage SIM Card ?",7
type ID document acceptable foreign national purchase SIM Card ?,7
Irancell handle SIM Cards transaction 90 day ?,7
role subscriber regular delivery process ?,7
long SIM card send regular mail complete process payment ?,7
responsibilitie SIM Card owner ownership legally transfer ?,7
customer raise refund request cancel SIM card purchase ?,7
significance 10 - digit postal code registration process ?,7
internet connection fee calculate registration process ?,7
customer case bad weather condition affect delivery ?,7
significance subscriber present postman visit delivery ?,7
customer cancel SIM card purchase avoid extra payment waste time ?,7
"happen subscriber present postman visit delivery , arrange redelivery ?",7
acceptable form identity document iranian national ?,7
information include hard copy registration form provide delivery ?,7
delivery process differ regular express delivery ?,7
"consequence inform Irancell steal , lose , damage SIM Card ?",7
role subscriber express delivery ensure timely receipt product ?,7
customer transfer refunded bank account ?,7
consequence cancel SIM card purchase taking delivery ?,7
significance subscriber read sign registration form delivery ?,7
Irancell handle situation SIM Card hard suspend deregistere ?,7
key term condition Irancell online store service ?,7
subscriber responsibility registration information submit document ?,7
consequence present false document incorrect information registration ?,7
specific attention pay enter National ID registration process ?,7
age individual allow purchase SIM card accord Irancell term condition ?,7
"accurate 10 - digit postal code require SIM card registration , obtain ?",7
"new generation SIM card ( regular , Micro , Nano ) ?",7
"responsible pay internet connection fee registration process , calculate ?",7
"action take SIM card steal , lose , damage ?",7
happen prepay SIM card transaction 90 day activation ?,7
describe process regular delivery Irancell SIM card .,7
document require identity verification regular delivery iranian national ?,7
document require identity verification regular delivery foreign national ?,7
"subscriber postman arrive , present regular delivery ?",7
explain process express delivery Irancell SIM card .,7
"cause delay delivery SIM card , especially bad weather condition ?",7
time frame customer cancel order ask refund purchase SIM card online ?,7
customer wish cancel SIM card purchase receive product ?,7
refund process handle cancel order Irancell online store ?,7
"payment gift card similar card refund , accord Irancell term condition ?",7
"happen purchase cancel , delivery cost handle term refund ?",7
limit number SIM card register activate iranian natural person ?,7
"SIM card register activate non - iranian natural person , accord CRA instruction ?",7
responsibilitie SIM card owner bear ownership legally transfer person ?,7
procedure transferring ownership SIM card person ?,7
"happen SIM card keep cart , customer buy SIM card make final payment early ?",7
legal criminal misuse subscriber acknowledge responsibility purchase Irancell SIM card ?,7
irancell define valid identity document iranian national SIM card registration ?,7
explain significance have birth certificate contain digital photo National ID iranian national .,7
sim card owner transfer ownership follow Irancell regulation ?,7
delivery cost handle case cancel purchase ?,7
payment bank card connect centralized account refund accord Irancell policy ?,7
refund process manage relate return bank account 72 work hour ?,7
significance subscriber sign registration form provide fingerprint SIM card delivery ?,7
owner presence time delivery mandatory identification purpose ?,7
Irancell handle SIM card transaction 90 day activation ?,7
"consequence SIM card owner fail inform Irancell steal , lose , damage SIM card ?",7
irancell calculate internet connection fee registration process ?,7
"case bad weather condition , delivery SIM card affect ?",7
foreign national use visa valid identity document SIM card registration ?,7
subscriber want cancel purchase SIM card take delivery postman ?,7
delivery SIM card handle subscriber present announce address regular delivery ?,7
irancell handle delivery SIM card subscriber present express delivery ?,7
timeframe receive purchase SIM card regular mail complete process make payment ?,7
option customer contact Irancell Center cancel SIM card order ?,7
"sim card purchase cancel receive modem , accord Irancell policy ?",7
irancell define valid identity document foreign national SIM card registration ?,7
long relate refunded bank account cancel SIM card purchase ?,7
"customer use identity document foreign national SIM card registration , specific requirement ?",7
"subscriber acknowledge sign "" term condition purchase Irancell SIM card "" "" Subscribers Agreement "" ?",7
customer purchase TD - LTE modem accord provide text ?,8
obligation customer Irancell service product ?,8
happen customer enter inaccurate information purchasing service product ?,8
customer pay payable Irancell Online Store purchase ?,8
document customer require prepare provide postman time deliver package ?,8
responsibility customer damage package receive postman ?,8
action Irancell customer fail provide update information document time place order ?,8
"customer need provide 10 - digit postal code domicile , find accurate postal code information ?",8
obligation Irancell delivery purchase product service ?,8
circumstance Irancell refund customer provision product service impossible ?,8
timeframe customer cancel order TD - LTE modem SIM Card purchase Irancell Online Stores ?,8
customer request refund decide cancel purchase receive product ?,8
happen refunded customer cancel order receive product ?,8
condition customer ask refund 7 business day activate TD - LTE modem SIM Card ?,8
require refund request approve Irancell Technical Team ?,8
day customer return TD - LTE SIM card purchase Irancell Online Stores ?,8
"type payment refundable SIM card return , one ?",8
return dual - purpose modem ( TD&FD Support ) possible ?,8
"accord CRA instruction , limit number SIM Cards iranian non - iranian natural person register activate ?",8
responsibilitie SIM Card owner ownership SIM Card legally transfer person ?,8
valid identity document iranian national regular delivery SIM Card ?,8
identity document acceptable foreign national regular delivery SIM Card ?,8
subscriber present postman arrive regular delivery ?,8
"requirement receive product express delivery , happen customer present announce address express delivery ?",8
obligation customer purchase TD - LTE modem Irancell ?,8
customer check Irancell network coverage intend area purchase TD - LTE modem ?,8
consequence customer enter inaccurate information purchasing service product Irancell ?,8
central authentication system respond inaccurate information enter customer purchase process ?,8
payable state Irancell Online Store suppose pay customer ?,8
customer obligate receive package postman ?,8
situation postman avoid deliver package customer ?,8
responsibility Irancell bear customer receive damaged package ?,8
document customer obligate provide postman time deliver package ?,8
happen customer fail provide require document postman package delivery ?,8
information document customer need provide time place order Irancell ?,8
action Irancell discrepancy discover information document provide customer stage ?,8
basis provide customer irancell gift service accord information record file ?,8
obligation Irancell delivery purchase product service customer ?,8
Irancell deliver purchase product customer address ?,8
situation Irancell refund customer ?,8
time frame customer cancel order ask refund purchase TD - LTE modem SIM Card Irancell Online Stores ?,8
customer wish cancel purchase avoid payment waste time ?,8
happen refunded customer cancel order receive product ?,8
customer ask refund 7 business day activate product ?,8
condition refund request approve Irancell Technical Team Network ?,8
time frame customer return TD - LTE SIM card purchase Irancell Online Stores ?,8
type payment bank card connect centralized account refundable ?,8
return dual - purpose modem ( TD&FD Support ) possible ?,8
limit number SIM Cards iranian non - iranian natural person register activate accord CRA instruction ?,8
responsibility lie SIM card owner case transfer ownership person ?,8
new owner request money - guarantee case change ownership ?,8
require postman arrive regular delivery SIM Card ?,8
valid identity document accept iranian national regular delivery ?,8
valid identity document accept foreign national regular delivery ?,8
subscriber present postman arrive regular delivery ?,8
"requirement express delivery , happen customer present announce address ?",8
obligation customer purchase TD - LTE modem Irancell ?,8
customer check Irancell network coverage intend area ?,8
happen customer enter inaccurate information purchase service product ?,8
central authentication system respond inaccurate information enter customer ?,8
payment method payable Irancell Online Store ?,8
document customer need provide postman time deliver package ?,8
consequence customer fail provide require document postman package delivery ?,8
customer undertake damage package receive postman ?,8
customer provide update information document accord Irancell obligation ?,8
basis provide Irancell gift service customer ?,8
"information customer provide register , find accurate postal code ?",8
Irancell undertake delivery purchase product service specify period ?,8
Irancell deliver purchase product customer ?,8
circumstance Irancell refund customer provision product service impossible ?,8
time frame customer cancel order TD - LTE modem SIM Card purchase Irancell Online Stores ?,8
customer request refund cancel order receive product ?,8
happen refunded cancel order receive product ?,8
condition customer ask refund 7 business day activate TD - LTE modem SIM Card ?,8
customer contact request refund activate product ?,8
require refund request approve Irancell Technical Team Network ?,8
day customer return TD - LTE SIM card purchase Irancell Online Stores ?,8
customer request return SIM Card ?,8
"type payment refundable return SIM Cards , one refundable ?",8
return dual - purpose modem possible ?,8
"accord CRA instruction , SIM Cards iranian natural person register activate ?",8
limit number SIM Cards non - iranian natural person accord CRA instruction ?,8
responsibility lie SIM card owner ownership legally transfer person ?,8
new owner request money - guarantee SIM Card ownership transfer ?,8
require regular delivery postman arrive SIM card registered customer ?,8
valid identity document iranian national regular delivery .,8
valid identity document foreign national regular delivery ?,8
"happen Subscriber present regular delivery , arrange redelivery ?",8
customer choose express delivery want receive product select time period ?,8
consequence present announce address express delivery ?,8
long product send regular delivery customer present express delivery ?,8
obligation customer purchase TD - LTE modem ?,8
customer check Irancell network coverage intend area ?,8
customer need accept order use Irancell service product ?,8
happen customer enter inaccurate information purchasing service product ?,8
central authentication system respond inaccurate information enter customer ?,8
payable state Irancell Online Store pay customer ?,8
document customer need prepare provide postman time package delivery ?,8
irancell stance postman attempt deliver package require document ?,8
responsibility customer damage package receive postman ?,8
customer obligation term provide update information document time place order ?,8
happen discrepancy information provide customer order process ?,8
information customer need provide registration domicile ?,8
customer find accurate postal code place residence ?,8
Irancell undertake delivery purchase product service ?,8
"Irancell deliver purchase product , accord obligation ?",8
irancell responsibility provision purchase product service impossible ?,8
timeframe customer cancel order TD - LTE modem SIM Card ?,8
customer request refund decide cancel order receive product ?,8
happen refunded order cancellation ?,8
advise delivery purchase product customer wish cancel purchase ?,8
term customer ask refund activate TD - LTE modem SIM Card ?,8
"customer contact request refund , channel ?",8
condition meet refund request approve Technical Team Network ?,8
day customer return TD - LTE SIM card purchase ?,8
type payment bank card connect centralized account refundable ?,8
return dual - purpose modem possible ?,8
"accord CRA instruction , limit number SIM Cards iranian natural person register activate ?",8
responsibility lie SIM card owner ownership legally transfer person ?,8
new owner SIM Card request money - guarantee case ownership transfer ?,8
person SIM Card register need provide postman arrive regular delivery ?,8
valid identity document acceptable iranian national regular delivery ?,8
valid identity document acceptable foreign national regular delivery ?,8
"action Subscriber postman arrive , Subscriber present regular delivery ?",8
"require express delivery , differ regular delivery ?",8
happen customer present announce address express delivery ?,8
long customer wait regular delivery present express delivery ?,8
timeframe customer cancel order TD - LTE modem SIM Card ?,8
customer transfer refunded bank account canceling purchase ?,8
responsibility Irancell undertake provision purchase product service impossible ?,8
customer request refund activate TD - LTE modem SIM Card ?,8
type payment bank card connect centralized account refundable SIM card return ?,8
return dual - purpose modem possible ?,8
"accord CRA instruction , limit number SIM Cards iranian natural person register activate ?",8
responsibility lie SIM card owner ownership legally transfer person ?,8
new owner SIM Card request money - guarantee case ownership transfer ?,8
"require regular delivery , differ express delivery ?",8
valid identity document acceptable iranian national regular delivery ?,8
valid identity document acceptable foreign national regular delivery ?,8
"action Subscriber postman arrive , Subscriber present regular delivery ?",8
long customer wait regular delivery present express delivery ?,8
